TotalAverageLeft,TotalAverageRight,TotalAverageLFandRG,MinDiameterLeft,MinDiameterRight,MaxDiameterLeft,MaxDiameterRight,AvgDilatationSpeedLeft,AvgDilatationSpeedRight
2.9406472006351256,3.2885730193592075,3.114610109997167,2.5322883129119873,2.4197838306427,4.382988929748535,4.064001083374023,0.005196003198559258,0.004932617790990224
