Timestamp,EyeLeftDiameter,EyeRightDiameter,AverageLeftAndRight
1.511112,2.9537556171417236,0,1.4768778085708618
1.521097,0,0,0.0
1.531165,0,0,0.0
1.541189,3.0676286220550537,0,1.5338143110275269
1.551185,0,0,0.0
1.56117,3.1116743087768555,0,1.5558371543884277
1.571238,3.008544445037842,0,1.504272222518921
1.581262,0,0,0.0
1.591257,0,0,0.0
1.601243,0,0,0.0
1.61131,0,0,0.0
1.621335,3.099302291870117,0,1.5496511459350586
1.63133,0,0,0.0
1.641315,0,0,0.0
1.651383,2.9869749546051025,0,1.4934874773025513
1.661407,0,0,0.0
1.671402,0,0,0.0
1.681388,0,0,0.0
1.691456,0,0,0.0
1.701479,0,0,0.0
1.711475,0,0,0.0
1.72146,2.997925043106079,0,1.4989625215530396
1.731528,0,0,0.0
1.741552,0,0,0.0
1.751548,0,0,0.0
1.761532,0,0,0.0
1.7716,0,0,0.0
1.781624,0,0,0.0
1.79162,0,0,0.0
1.801606,3.0632519721984863,0,1.5316259860992432
1.811673,0,0,0.0
1.821697,0,0,0.0
1.831692,2.924691915512085,0,1.4623459577560425
1.841677,2.993699550628662,0,1.496849775314331
1.851745,0,0,0.0
1.86177,0,0,0.0
1.871765,0,0,0.0
1.88175,0,0,0.0
1.891818,0,0,0.0
1.901842,2.753356695175171,3.4013407230377197,3.0773487091064453
1.911837,2.8789329528808594,0,1.4394664764404297
1.921823,0,3.2595317363739014,1.6297658681869507
1.931891,0,0,0.0
1.941914,0,3.2100346088409424,1.6050173044204712
1.95191,3.0202085971832275,0,1.5101042985916138
1.961895,0,0,0.0
1.971963,0,0,0.0
1.981987,0,0,0.0
1.991982,0,2.9463624954223633,1.4731812477111816
2.001968,0,0,0.0
2.012035,0,2.887554168701172,1.443777084350586
2.022059,0,0,0.0
2.032055,3.1010279655456543,2.853215456008911,2.9771217107772827
2.04204,0,0,0.0
2.052108,0,2.8750102519989014,1.4375051259994507
2.062132,0,0,0.0
2.072128,3.1582682132720947,2.90244197845459,3.0303550958633423
2.082113,0,0,0.0
2.09218,3.1730997562408447,3.0305585861206055,3.101829171180725
2.102204,0,0,0.0
2.1122,3.1688907146453857,3.0176141262054443,3.093252420425415
2.122184,0,0,0.0
2.132252,3.167834758758545,2.9710612297058105,3.0694479942321777
2.142276,0,0,0.0
2.152272,3.1660099029541016,2.947046995162964,3.0565284490585327
2.162257,0,0,0.0
2.172326,3.1609747409820557,2.932771682739258,3.0468732118606567
2.182349,0,0,0.0
2.192345,3.151371479034424,2.8819143772125244,3.016642928123474
2.20233,2.9685277938842773,0,1.4842638969421387
2.212398,0,2.8456532955169678,1.4228266477584839
2.222422,0,0,0.0
2.232417,0,2.962024211883545,1.4810121059417725
2.242403,3.148214817047119,0,1.5741074085235596
2.25247,0,0,0.0
2.262494,3.209740161895752,0,1.604870080947876
2.27249,0,0,0.0
2.282475,0,0,0.0
2.292543,3.050431489944458,0,1.525215744972229
2.302567,0,3.3411524295806885,1.6705762147903442
2.312563,0,3.010077714920044,1.505038857460022
2.322548,0,0,0.0
2.332615,0,0,0.0
2.342639,0,0,0.0
2.352635,0,0,0.0
2.362619,0,0,0.0
2.372687,0,0,0.0
2.382712,0,0,0.0
2.392707,0,0,0.0
2.402693,0,0,0.0
2.412759,0,0,0.0
2.422784,0,0,0.0
2.432779,0,0,0.0
2.442764,0,3.036463737487793,1.5182318687438965
2.452833,3.1885457038879395,0,1.5942728519439697
2.462858,0,3.055738925933838,1.527869462966919
2.472853,3.265596628189087,0,1.6327983140945435
2.482838,0,0,0.0
2.492905,3.042037010192871,0,1.5210185050964355
2.50293,0,0,0.0
2.512925,0,0,0.0
2.52291,3.0263359546661377,0,1.5131679773330688
2.532978,0,0,0.0
2.543002,0,0,0.0
2.552998,3.0772078037261963,0,1.5386039018630981
2.562982,0,0,0.0
2.573051,0,0,0.0
2.583074,0,0,0.0
2.59307,3.1342263221740723,0,1.5671131610870361
2.603055,3.1319406032562256,0,1.5659703016281128
2.613123,0,0,0.0
2.623147,3.0979936122894287,0,1.5489968061447144
2.633142,0,5.998185157775879,2.9990925788879395
2.643128,3.047766923904419,0,1.5238834619522095
2.653195,0,0,0.0
2.663219,0,0,0.0
2.673215,3.234604597091675,0,1.6173022985458374
2.6832,3.2039694786071777,0,1.6019847393035889
2.693268,3.284883737564087,0,1.6424418687820435
2.703292,3.379065752029419,0,1.6895328760147095
2.713287,3.3253204822540283,0,1.6626602411270142
2.723273,3.4024317264556885,0,1.7012158632278442
2.733341,0,4.402591705322266,2.201295852661133
2.743364,0,0,0.0
2.753359,3.3711302280426025,0,1.6855651140213013
2.763345,0,0,0.0
2.773413,0,0,0.0
2.783437,3.261589765548706,0,1.630794882774353
2.793432,3.2727291584014893,0,1.6363645792007446
2.803418,0,0,0.0
2.813485,3.2682931423187256,0,1.6341465711593628
2.82351,0,0,0.0
2.833505,3.343717575073242,0,1.671858787536621
2.843491,3.30244517326355,0,1.651222586631775
2.853558,0,3.717360496520996,1.858680248260498
2.863582,0,0,0.0
2.873578,3.295576810836792,3.4617762565612793,3.3786765336990356
2.883562,3.210176467895508,0,1.605088233947754
2.89363,0,3.344174861907959,1.6720874309539795
2.903654,0,0,0.0
2.91365,3.2404816150665283,3.299264669418335,3.2698731422424316
2.923635,3.9528250694274902,0,1.9764125347137451
2.933703,0,3.282252788543701,1.6411263942718506
2.943727,0,3.1898982524871826,1.5949491262435913
2.953722,3.4488961696624756,3.2409167289733887,3.344906449317932
2.963707,0,3.044616222381592,1.522308111190796
2.973775,0,0,0.0
2.9838,0,0,0.0
2.993795,0,0,0.0
3.00378,0,0,0.0
3.013848,0,0,0.0
3.023871,0,0,0.0
3.033867,0,0,0.0
3.043852,0,0,0.0
3.05392,0,0,0.0
3.063944,0,0,0.0
3.073939,0,0,0.0
3.083925,0,0,0.0
3.093992,0,0,0.0
3.104017,0,0,0.0
3.114012,0,0,0.0
3.123997,0,3.0778565406799316,1.5389282703399658
3.134065,3.248347520828247,0,1.6241737604141235
3.144089,0,0,0.0
3.154085,3.1686441898345947,0,1.5843220949172974
3.16407,0,0,0.0
3.174138,0,0,0.0
3.184162,0,0,0.0
3.194157,0,0,0.0
3.204143,0,3.777101993560791,1.8885509967803955
3.21421,0,0,0.0
3.224234,0,0,0.0
3.23423,0,0,0.0
3.244215,0,0,0.0
3.254282,0,0,0.0
3.264307,0,0,0.0
3.274302,0,0,0.0
3.284287,0,3.241023063659668,1.620511531829834
3.294355,0,0,0.0
3.304379,0,3.8167989253997803,1.9083994626998901
3.314375,0,0,0.0
3.32436,0,3.426959753036499,1.7134798765182495
3.334428,0,0,0.0
3.344452,0,0,0.0
3.354447,0,0,0.0
3.364432,0,0,0.0
3.3745,0,0,0.0
3.384525,0,0,0.0
3.39452,3.2214713096618652,0,1.6107356548309326
3.404505,0,0,0.0
3.414572,3.2274887561798096,0,1.6137443780899048
3.424596,0,0,0.0
3.434593,3.228177309036255,0,1.6140886545181274
3.444577,0,0,0.0
3.454645,3.2319328784942627,0,1.6159664392471313
3.464669,0,0,0.0
3.474665,3.232485771179199,0,1.6162428855895996
3.48465,0,0,0.0
3.494717,3.2304491996765137,0,1.6152245998382568
3.504742,0,0,0.0
3.514738,0,0,0.0
3.524723,0,0,0.0
3.53479,3.2417969703674316,0,1.6208984851837158
3.544815,0,0,0.0
3.55481,3.22922420501709,0,1.614612102508545
3.564795,3.151507616043091,0,1.5757538080215454
3.574862,3.1874747276306152,0,1.5937373638153076
3.584886,0,0,0.0
3.594883,3.1950252056121826,0,1.5975126028060913
3.604868,3.140199661254883,0,1.5700998306274414
3.614935,3.1213974952697754,0,1.5606987476348877
3.624959,0,0,0.0
3.634954,3.1187446117401123,0,1.5593723058700562
3.64494,3.1181399822235107,0,1.5590699911117554
3.655008,0,0,0.0
3.665032,0,0,0.0
3.675028,0,0,0.0
3.685013,0,0,0.0
3.69508,3.1038131713867188,0,1.5519065856933594
3.705105,3.186908006668091,0,1.5934540033340454
3.715099,3.1150779724121094,0,1.5575389862060547
3.725085,0,0,0.0
3.735153,0,0,0.0
3.745176,0,0,0.0
3.755172,3.074167490005493,0,1.5370837450027466
3.765157,0,0,0.0
3.775225,0,0,0.0
3.78525,0,0,0.0
3.795245,3.0782880783081055,0,1.5391440391540527
3.805231,3.1348602771759033,0,1.5674301385879517
3.815298,3.113027811050415,0,1.5565139055252075
3.825322,3.2428996562957764,0,1.6214498281478882
3.835317,3.161668300628662,0,1.580834150314331
3.845303,0,0,0.0
3.85537,0,0,0.0
3.865394,3.2061870098114014,0,1.6030935049057007
3.87539,3.14717173576355,0,1.573585867881775
3.885375,0,0,0.0
3.895443,0,0,0.0
3.905467,3.178224802017212,0,1.589112401008606
3.915462,3.1408443450927734,0,1.5704221725463867
3.925447,0,0,0.0
3.935516,0,0,0.0
3.945539,3.131208896636963,0,1.5656044483184814
3.955535,0,0,0.0
3.96552,0,3.3127236366271973,1.6563618183135986
3.975588,0,0,0.0
3.985612,0,0,0.0
3.995607,0,0,0.0
4.005592,0,0,0.0
4.01566,3.161553382873535,0,1.5807766914367676
4.025685,3.133974552154541,0,1.5669872760772705
4.03568,3.1706953048706055,0,1.5853476524353027
4.045665,3.191279649734497,0,1.5956398248672485
4.055732,3.1963298320770264,0,1.5981649160385132
4.065756,0,0,0.0
4.075752,3.1931705474853516,0,1.5965852737426758
4.085738,0,0,0.0
4.095804,0,0,0.0
4.105829,0,0,0.0
4.115825,3.1811635494232178,0,1.5905817747116089
4.12581,0,0,0.0
4.135877,3.1191799640655518,0,1.5595899820327759
4.145901,3.1056406497955322,0,1.5528203248977661
4.155898,3.0916671752929688,0,1.5458335876464844
4.165883,0,0,0.0
4.17595,3.081587553024292,0,1.540793776512146
4.185974,3.106703042984009,0,1.5533515214920044
4.19597,0,0,0.0
4.205955,0,0,0.0
4.216022,0,0,0.0
4.226047,0,0,0.0
4.236042,3.1351306438446045,0,1.5675653219223022
4.246027,0,0,0.0
4.256095,0,0,0.0
4.26612,3.163978099822998,0,1.581989049911499
4.276115,3.1530585289001465,0,1.5765292644500732
4.2861,0,0,0.0
4.296168,3.1798715591430664,0,1.5899357795715332
4.306192,0,0,0.0
4.316187,0,0,0.0
4.326172,0,0,0.0
4.336239,0,0,0.0
4.346265,0,0,0.0
4.356259,0,0,0.0
4.366245,0,0,0.0
4.376313,0,0,0.0
4.386336,0,0,0.0
4.396332,0,0,0.0
4.406317,0,0,0.0
4.416385,3.198267936706543,0,1.5991339683532715
4.42641,0,0,0.0
4.436405,3.182317018508911,0,1.5911585092544556
4.44639,0,0,0.0
4.456457,3.242020606994629,0,1.6210103034973145
4.466482,0,0,0.0
4.476478,3.1653804779052734,0,1.5826902389526367
4.486463,0,0,0.0
4.49653,0,0,0.0
4.506554,0,0,0.0
4.516549,0,0,0.0
4.526535,5.393345832824707,3.109302282333374,4.2513240575790405
4.536603,0,0,0.0
4.546627,0,0,0.0
4.556622,0,0,0.0
4.566608,0,0,0.0
4.576675,0,0,0.0
4.586699,0,0,0.0
4.596694,0,0,0.0
4.606681,0,0,0.0
4.616748,4.011824607849121,0,2.0059123039245605
4.626772,0,0,0.0
4.636767,3.501584529876709,0,1.7507922649383545
4.646752,0,0,0.0
4.656821,0,0,0.0
4.666844,0,0,0.0
4.67684,3.2975218296051025,0,1.6487609148025513
4.686825,0,0,0.0
4.696893,3.2154769897460938,0,1.6077384948730469
4.706917,0,0,0.0
4.716912,3.1927502155303955,0,1.5963751077651978
4.726897,0,0,0.0
4.736965,0,0,0.0
4.74699,0,0,0.0
4.756984,3.1880533695220947,0,1.5940266847610474
4.76697,0,0,0.0
4.777038,3.210097074508667,0,1.6050485372543335
4.787062,0,0,0.0
4.797058,3.233246088027954,0,1.616623044013977
4.807043,0,0,0.0
4.81711,3.2511181831359863,0,1.6255590915679932
4.827135,0,0,0.0
4.837129,3.26223087310791,0,1.631115436553955
4.847114,0,0,0.0
4.857182,0,0,0.0
4.867206,0,0,0.0
4.877202,0,0,0.0
4.887188,0,0,0.0
4.897255,3.270519733428955,0,1.6352598667144775
4.907279,0,0,0.0
4.917275,3.257946491241455,0,1.6289732456207275
4.927261,0,0,0.0
4.937327,0,0,0.0
4.947351,0,0,0.0
4.957347,3.2720327377319336,0,1.6360163688659668
4.967332,0,0,0.0
4.9774,0,0,0.0
4.987425,0,0,0.0
4.99742,3.2540206909179688,0,1.6270103454589844
5.007405,0,0,0.0
5.017473,3.2638282775878906,0,1.6319141387939453
5.027497,0,0,0.0
5.037492,0,0,0.0
5.047478,0,0,0.0
5.057545,3.279498815536499,0,1.6397494077682495
5.06757,0,0,0.0
5.077565,0,0,0.0
5.08755,0,0,0.0
5.097618,0,0,0.0
5.107641,0,0,0.0
5.117637,3.2983195781707764,0,1.6491597890853882
5.127622,0,0,0.0
5.13769,0,0,0.0
5.147715,0,0,0.0
5.157709,0,0,0.0
5.167695,0,0,0.0
5.177762,3.3114166259765625,0,1.6557083129882812
5.187787,0,0,0.0
5.197782,0,0,0.0
5.207766,0,0,0.0
5.217835,0,0,0.0
5.227859,0,0,0.0
5.237855,0,0,0.0
5.247841,0,0,0.0
5.257907,0,0,0.0
5.267932,0,0,0.0
5.277928,0,0,0.0
5.287912,0,0,0.0
5.297981,0,0,0.0
5.308005,0,0,0.0
5.317999,0,0,0.0
5.327985,0,0,0.0
5.338052,0,0,0.0
5.348077,0,0,0.0
5.358072,0,0,0.0
5.368057,0,0,0.0
5.378125,0,0,0.0
5.388149,0,0,0.0
5.398144,0,0,0.0
5.40813,0,0,0.0
5.418197,0,0,0.0
5.428222,0,0,0.0
5.438218,0,0,0.0
5.448203,0,0,0.0
5.45827,0,0,0.0
5.468295,0,0,0.0
5.478289,0,0,0.0
5.488275,0,0,0.0
5.498343,0,0,0.0
5.508367,0,0,0.0
5.518362,0,0,0.0
5.528348,0,0,0.0
5.538415,0,0,0.0
5.548439,0,0,0.0
5.558435,0,0,0.0
5.56842,0,0,0.0
5.578487,0,0,0.0
5.588512,0,0,0.0
5.598507,0,0,0.0
5.608493,0,3.270359754562378,1.635179877281189
5.61856,3.31416392326355,0,1.657081961631775
5.628584,0,0,0.0
5.638581,3.297929525375366,0,1.648964762687683
5.648565,0,0,0.0
5.658632,3.2951278686523438,0,1.6475639343261719
5.668656,0,0,0.0
5.678652,3.2838470935821533,0,1.6419235467910767
5.688637,0,3.2759029865264893,1.6379514932632446
5.698705,3.280118703842163,0,1.6400593519210815
5.708729,0,0,0.0
5.718725,3.2701938152313232,0,1.6350969076156616
5.728711,0,0,0.0
5.738777,3.2734861373901367,0,1.6367430686950684
5.748801,0,0,0.0
5.758797,3.2683510780334473,0,1.6341755390167236
5.768783,0,0,0.0
5.77885,3.27628231048584,0,1.63814115524292
5.788874,0,0,0.0
5.79887,3.275646448135376,0,1.637823224067688
5.808855,0,0,0.0
5.818922,3.281824827194214,0,1.640912413597107
5.828947,0,0,0.0
5.838942,3.28409481048584,0,1.64204740524292
5.848927,0,0,0.0
5.858995,3.283695697784424,0,1.641847848892212
5.86902,0,0,0.0
5.879015,3.285971164703369,0,1.6429855823516846
5.889,0,0,0.0
5.899068,3.298823595046997,0,1.6494117975234985
5.909092,0,0,0.0
5.919087,3.3021750450134277,0,1.6510875225067139
5.929073,0,0,0.0
5.93914,3.3015074729919434,0,1.6507537364959717
5.949164,0,0,0.0
5.95916,3.311821937561035,0,1.6559109687805176
5.969145,0,0,0.0
5.979213,3.3167996406555176,0,1.6583998203277588
5.989237,0,0,0.0
5.999232,3.3149168491363525,0,1.6574584245681763
6.009218,0,0,0.0
6.019285,3.3125457763671875,3.178405284881592,3.2454755306243896
6.02931,0,0,0.0
6.039304,3.3577520847320557,0,1.6788760423660278
6.04929,0,0,0.0
6.059357,3.4768617153167725,0,1.7384308576583862
6.069382,0,0,0.0
6.079377,3.471601724624634,0,1.735800862312317
6.089363,0,0,0.0
6.09943,3.4721832275390625,3.1153669357299805,3.2937750816345215
6.109454,0,0,0.0
6.119449,3.4626517295837402,3.111844778060913,3.2872482538223267
6.129435,0,0,0.0
6.139502,3.457505702972412,3.142448663711548,3.29997718334198
6.149527,0,0,0.0
6.159523,3.4271435737609863,0,1.7135717868804932
6.169508,0,0,0.0
6.179575,3.4583351612091064,3.1542892456054688,3.3063122034072876
6.189599,0,0,0.0
6.199595,3.312819480895996,2.9671974182128906,3.1400084495544434
6.20958,0,0,0.0
6.219647,3.5860962867736816,0,1.7930481433868408
6.229672,0,0,0.0
6.239667,3.632845163345337,3.188551187515259,3.410698175430298
6.249652,0,0,0.0
6.25972,3.6267664432525635,3.358041524887085,3.492403984069824
6.269744,0,0,0.0
6.27974,3.6831867694854736,3.4017913341522217,3.5424890518188477
6.289725,0,0,0.0
6.299793,3.648535966873169,3.3894710540771484,3.5190035104751587
6.309816,0,0,0.0
6.319812,3.6308677196502686,3.385843515396118,3.5083556175231934
6.329798,0,0,0.0
6.339865,3.60583233833313,3.3716089725494385,3.488720655441284
6.349889,0,0,0.0
6.359884,3.5895211696624756,3.3564035892486572,3.4729623794555664
6.36987,0,0,0.0
6.379937,3.5807316303253174,3.3501312732696533,3.4654314517974854
6.389961,0,0,0.0
6.399957,3.6225461959838867,3.3479230403900146,3.4852346181869507
6.409943,0,0,0.0
6.42001,3.640826463699341,3.3873095512390137,3.5140680074691772
6.430034,0,0,0.0
6.44003,3.680734395980835,3.3987772464752197,3.5397558212280273
6.450015,0,0,0.0
6.460082,3.7250864505767822,3.401311159133911,3.5631988048553467
6.470106,0,0,0.0
6.480102,3.7038283348083496,3.7207319736480713,3.7122801542282104
6.490088,0,0,0.0
6.500155,3.733253002166748,3.754397392272949,3.7438251972198486
6.510179,0,0,0.0
6.520175,3.7384145259857178,3.784632682800293,3.7615236043930054
6.53016,0,0,0.0
6.540227,3.922433614730835,3.726177930831909,3.824305772781372
6.550252,0,0,0.0
6.560247,3.9187164306640625,3.4452383518218994,3.681977391242981
6.570233,0,0,0.0
6.5803,3.895531415939331,3.424084186553955,3.659807801246643
6.590324,0,0,0.0
6.60032,3.8498148918151855,3.4096908569335938,3.6297528743743896
6.610304,0,0,0.0
6.620372,3.8434624671936035,3.4186742305755615,3.6310683488845825
6.630397,0,0,0.0
6.640392,3.894911527633667,3.420607805252075,3.657759666442871
6.650377,0,0,0.0
6.660445,3.9373152256011963,3.416559934616089,3.6769375801086426
6.670469,0,0,0.0
6.680465,3.9538419246673584,3.4252963066101074,3.689569115638733
6.69045,0,0,0.0
6.700516,3.9709067344665527,3.433462381362915,3.702184557914734
6.710542,0,0,0.0
6.720538,3.9777908325195312,3.4378087520599365,3.707799792289734
6.730523,0,0,0.0
6.74059,3.9464035034179688,3.444063663482666,3.6952335834503174
6.750614,0,0,0.0
6.760609,3.9062252044677734,3.4550843238830566,3.680654764175415
6.770596,0,0,0.0
6.780662,3.888120412826538,3.4542717933654785,3.6711961030960083
6.790687,0,0,0.0
6.800682,3.887457847595215,3.4624557495117188,3.674956798553467
6.810668,0,0,0.0
6.820735,3.91300106048584,3.565171241760254,3.739086151123047
6.830759,0,0,0.0
6.840755,3.942106008529663,3.6189305782318115,3.7805182933807373
6.85074,0,3.490602970123291,1.7453014850616455
6.860807,3.972083330154419,3.5840260982513428,3.778054714202881
6.870832,0,3.464930772781372,1.732465386390686
6.880828,3.9970526695251465,3.5770344734191895,3.787043571472168
6.890813,0,3.4935808181762695,1.7467904090881348
6.90088,4.019737243652344,3.576857089996338,3.798297166824341
6.910904,0,0,0.0
6.9209,4.057058334350586,3.621251344680786,3.839154839515686
6.930885,0,0,0.0
6.940952,4.068122386932373,3.6208529472351074,3.8444876670837402
6.950976,0,0,0.0
6.960972,4.0673699378967285,3.6273176670074463,3.8473438024520874
6.970958,0,3.5367674827575684,1.7683837413787842
6.981025,4.0638604164123535,3.6044466495513916,3.8341535329818726
6.991049,0,0,0.0
7.001044,4.0694499015808105,3.637016534805298,3.853233218193054
7.01103,0,0,0.0
7.021097,4.064067840576172,3.645650625228882,3.854859232902527
7.031122,0,0,0.0
7.041117,4.075178623199463,3.6958749294281006,3.8855267763137817
7.051103,0,0,0.0
7.06117,4.08359432220459,3.730245351791382,3.906919836997986
7.071194,0,0,0.0
7.081189,4.10461950302124,3.768889904022217,3.9367547035217285
7.091176,0,0,0.0
7.101242,4.116042613983154,3.803234100341797,3.9596383571624756
7.111266,0,0,0.0
7.121262,4.138606548309326,3.817005157470703,3.9778058528900146
7.131247,0,0,0.0
7.141315,4.14973783493042,3.830512285232544,3.990125060081482
7.151339,0,0,0.0
7.161335,4.1659932136535645,3.840561866760254,4.003277540206909
7.171321,0,0,0.0
7.181388,4.182523250579834,3.8452916145324707,4.013907432556152
7.191411,0,0,0.0
7.201407,4.193305492401123,3.846487522125244,4.019896507263184
7.211393,0,0,0.0
7.22146,4.203585624694824,3.8535544872283936,4.028570055961609
7.231484,0,0,0.0
7.241479,4.211158275604248,3.8556597232818604,4.033408999443054
7.251466,0,0,0.0
7.261533,4.225512504577637,3.7532567977905273,3.989384651184082
7.271557,0,0,0.0
7.281552,4.277833938598633,4.457674503326416,4.367754220962524
7.291538,0,0,0.0
7.301605,4.275228500366211,4.437636852264404,4.356432676315308
7.31163,0,0,0.0
7.321624,4.290875434875488,4.341922283172607,4.316398859024048
7.33161,0,0,0.0
